Period,Level,Region,ICB,Org Code,Org Name,Metric,Metric Type,Metric Group,Value
01/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,98585.36
01/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,0.00
01/08/2026,PROVIDER,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,170155.09
01/08/2026,PROVIDER,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,13684.89
01/08/2026,PROVIDER,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,212930.05
01/08/2026,PROVIDER,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,0.00
01/08/2026,PROVIDER,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,9271.01
01/08/2026,PROVIDER,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,RJN,EAST CHESHIRE NHS TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,0.00
01/08/2026,PROVIDER,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,74131.05
01/08/2026,PROVIDER,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,92179.59
01/08/2026,PROVIDER,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,RMC,BOLTON NHS FOUNDATION TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,173984.32
01/08/2026,PROVIDER,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,0.00
01/08/2026,PROVIDER,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST","Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,0.00
01/08/2026,PROVIDER,NORTH WEST,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,108439.55
01/08/2026,PROVIDER,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,RWJ,STOCKPORT NHS FOUNDATION TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,129095.01
01/08/2026,PROVIDER,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,RWW,NORTH CHESHIRE AND MERSEY NHS FOUNDATION TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,4457.85
01/08/2026,PROVIDER,NORTH WEST,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,108291.59
01/08/2026,PROVIDER,NORTH WEST,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,247842.00
01/08/2026,PROVIDER,NORTH WEST,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,74245.53
01/08/2026,PROVIDER,SOUTH EAST,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,R1F,ISLE OF WIGHT NHS TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,202036.08
01/08/2026,PROVIDER,SOUTH EAST,NHS SURREY AND SUSSEX INTEGRATED CARE BOARD,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,0.00
01/08/2026,PROVIDER,SOUTH EAST,NHS THAMES VALLEY INTEGRATED CARE BOARD,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,312434.47
01/08/2026,PROVIDER,SOUTH EAST,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,422568.26
01/08/2026,PROVIDER,SOUTH EAST,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,491078.39
01/08/2026,PROVIDER,SOUTH EAST,NHS THAMES VALLEY INTEGRATED CARE BOARD,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,0.00
01/08/2026,PROVIDER,SOUTH EAST,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,278503.86
01/08/2026,PROVIDER,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,RN7,DARTFORD AND GRAVESHAM NHS TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,23693.71
01/08/2026,PROVIDER,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,RPA,MEDWAY NHS FOUNDATION TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,55139.43
01/08/2026,PROVIDER,SOUTH EAST,NHS THAMES VALLEY INTEGRATED CARE BOARD,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,112188.24
01/08/2026,PROVIDER,SOUTH EAST,NHS SURREY AND SUSSEX INTEGRATED CARE BOARD,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,198391.02
01/08/2026,PROVIDER,SOUTH EAST,NHS SURREY AND SUSSEX INTEGRATED CARE BOARD,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,100981.38
01/08/2026,PROVIDER,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,0.00
01/08/2026,PROVIDER,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,60756.96
01/08/2026,PROVIDER,SOUTH EAST,NHS SURREY AND SUSSEX INTEGRATED CARE BOARD,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,29964.29
01/08/2026,PROVIDER,SOUTH EAST,NHS THAMES VALLEY INTEGRATED CARE BOARD,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,171268.79
01/08/2026,PROVIDER,SOUTH EAST,NHS SURREY AND SUSSEX INTEGRATED CARE BOARD,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,1134570.79
01/08/2026,PROVIDER,SOUTH WEST,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,0.00
01/08/2026,PROVIDER,SOUTH WEST,NHS DEVON INTEGRATED CARE BOARD,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,180308.33
01/08/2026,PROVIDER,SOUTH WEST,NHS SOMERSET INTEGRATED CARE BOARD,RH5,SOMERSET NHS FOUNDATION TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,47329.88
01/08/2026,PROVIDER,SOUTH WEST,NHS DORSET INTEGRATED CARE BOARD,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,93111.91
01/08/2026,PROVIDER,SOUTH WEST,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,307363.48
01/08/2026,PROVIDER,SOUTH WEST,NHS DORSET INTEGRATED CARE BOARD,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,275607.74
01/08/2026,PROVIDER,SOUTH WEST,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,35527.05
01/08/2026,PROVIDER,SOUTH WEST,NHS DEVON INTEGRATED CARE BOARD,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,96744.89
01/08/2026,PROVIDER,SOUTH WEST,NHS DEVON INTEGRATED CARE BOARD,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,235019.90
01/08/2026,PROVIDER,SOUTH WEST,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,29828.22
01/08/2026,PROVIDER,SOUTH WEST,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",RNZ,SALISBURY NHS FOUNDATION TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,66657.21
01/08/2026,PROVIDER,SOUTH WEST,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,"Interface process – Bed-based rehabilitation, reablement or recovery service arrangements still underway (Pathway 2)",Weekly snapshot metric,Delay reason LOS 7+ Costs,0.00
01/08/2026,National,[z],[z],ENG,ENGLAND (Type 1 Trusts),Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,16873500.54
01/08/2026,Region,EAST OF ENGLAND,[z],Y61,EAST OF ENGLAND,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,1285339.59
01/08/2026,Region,LONDON,[z],Y56,LONDON,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,2259860.34
01/08/2026,Region,MIDLANDS,[z],Y60,MIDLANDS,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,2739683.72
01/08/2026,Region,NORTH EAST AND YORKSHIRE,[z],Y63,NORTH EAST AND YORKSHIRE,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,2711509.74
01/08/2026,Region,NORTH WEST,[z],Y62,NORTH WEST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,2663228.35
01/08/2026,Region,SOUTH EAST,[z],Y59,SOUTH EAST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,2986324.12
01/08/2026,Region,SOUTH WEST,[z],Y58,SOUTH WEST,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,2227554.69
01/08/2026,ICB,EAST OF ENGLAND,NHS ESSEX INTEGRATED CARE BOARD,D7T5G,NHS ESSEX INTEGRATED CARE BOARD,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,64502.61
01/08/2026,ICB,EAST OF ENGLAND,NHS CENTRAL EAST INTEGRATED CARE BOARD,S1Y5D,NHS CENTRAL EAST INTEGRATED CARE BOARD,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,310825.99
01/08/2026,ICB,EAST OF ENGLAND,NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD,T6Y0W,NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,541112.74
01/08/2026,ICB,LONDON,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,1022378.77
01/08/2026,ICB,LONDON,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,664571.23
01/08/2026,ICB,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,591583.47
01/08/2026,ICB,LONDON,NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD,Z9B2Z,NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,2061182.36
01/08/2026,ICB,MIDLANDS,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,79637.69
01/08/2026,ICB,MIDLANDS,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,182721.65
01/08/2026,ICB,MIDLANDS,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,235455.64
01/08/2026,ICB,MIDLANDS,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,92678.48
01/08/2026,ICB,MIDLANDS,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,333440.78
01/08/2026,ICB,MIDLANDS,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,0.00
01/08/2026,ICB,MIDLANDS,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,496017.96
01/08/2026,ICB,MIDLANDS,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,602802.11
01/08/2026,ICB,MIDLANDS,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,74322.56
01/08/2026,ICB,MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,37422.99
01/08/2026,ICB,MIDLANDS,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,15838.54
01/08/2026,ICB,NORTH EAST AND YORKSHIRE,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,289217.55
01/08/2026,ICB,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,972591.91
01/08/2026,ICB,NORTH EAST AND YORKSHIRE,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,585204.65
01/08/2026,ICB,NORTH EAST AND YORKSHIRE,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,743928.61
01/08/2026,ICB,NORTH WEST,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,626323.45
01/08/2026,ICB,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,947555.30
01/08/2026,ICB,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,1490688.22
01/08/2026,ICB,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,136787.18
01/08/2026,ICB,SOUTH EAST,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,676063.04
01/08/2026,ICB,SOUTH EAST,NHS THAMES VALLEY INTEGRATED CARE BOARD,S0E4D,NHS THAMES VALLEY INTEGRATED CARE BOARD,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,675054.40
01/08/2026,ICB,SOUTH EAST,NHS SURREY AND SUSSEX INTEGRATED CARE BOARD,S9B9J,NHS SURREY AND SUSSEX INTEGRATED CARE BOARD,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,1180133.91
01/08/2026,ICB,SOUTH WEST,NHS DEVON INTEGRATED CARE BOARD,QJK,NHS DEVON INTEGRATED CARE BOARD,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,180763.29
01/08/2026,ICB,SOUTH WEST,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,45981.34
01/08/2026,ICB,SOUTH WEST,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,0.00
01/08/2026,ICB,SOUTH WEST,NHS SOMERSET INTEGRATED CARE BOARD,QSL,NHS SOMERSET INTEGRATED CARE BOARD,Interface process – Residential/nursing home care arrangements still underway (Pathway 3),Weekly snapshot metric,Delay reason LOS 7+ Costs,23664.94
