Period,Level,Region,ICB,Org Code,Org Name,Metric,Metric Type,Metric Group,Value
01/08/2026,PROVIDER,SOUTH WEST,NHS DEVON INTEGRATED CARE BOARD,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,Pathway 0: Discharge back to an original care home placement when the care home has confirmed they can continue to meet the person’s needs with the same level of support,Daily metric,Discharge destination,3.00
01/08/2026,PROVIDER,SOUTH WEST,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,Pathway 0: Discharge back to an original care home placement when the care home has confirmed they can continue to meet the person’s needs with the same level of support,Daily metric,Discharge destination,42.00
01/08/2026,PROVIDER,SOUTH WEST,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",RNZ,SALISBURY NHS FOUNDATION TRUST,Pathway 0: Discharge back to an original care home placement when the care home has confirmed they can continue to meet the person’s needs with the same level of support,Daily metric,Discharge destination,0.00
01/08/2026,PROVIDER,SOUTH WEST,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,Pathway 0: Discharge back to an original care home placement when the care home has confirmed they can continue to meet the person’s needs with the same level of support,Daily metric,Discharge destination,53.00
01/08/2026,National,[z],[z],ENG,ENGLAND (Type 1 Trusts),"Pathway 1: Discharge to a domestic home, hotel, or other temporary accommodation, or hospice at home with rehabilitation, reablement and recovery",Daily metric,Discharge destination,21053.00
01/08/2026,Region,EAST OF ENGLAND,[z],Y61,EAST OF ENGLAND,"Pathway 1: Discharge to a domestic home, hotel, or other temporary accommodation, or hospice at home with rehabilitation, reablement and recovery",Daily metric,Discharge destination,2570.00
01/08/2026,Region,LONDON,[z],Y56,LONDON,"Pathway 1: Discharge to a domestic home, hotel, or other temporary accommodation, or hospice at home with rehabilitation, reablement and recovery",Daily metric,Discharge destination,3102.00
01/08/2026,Region,MIDLANDS,[z],Y60,MIDLANDS,"Pathway 1: Discharge to a domestic home, hotel, or other temporary accommodation, or hospice at home with rehabilitation, reablement and recovery",Daily metric,Discharge destination,4936.00
01/08/2026,Region,NORTH EAST AND YORKSHIRE,[z],Y63,NORTH EAST AND YORKSHIRE,"Pathway 1: Discharge to a domestic home, hotel, or other temporary accommodation, or hospice at home with rehabilitation, reablement and recovery",Daily metric,Discharge destination,2760.00
01/08/2026,Region,NORTH WEST,[z],Y62,NORTH WEST,"Pathway 1: Discharge to a domestic home, hotel, or other temporary accommodation, or hospice at home with rehabilitation, reablement and recovery",Daily metric,Discharge destination,2069.00
01/08/2026,Region,SOUTH EAST,[z],Y59,SOUTH EAST,"Pathway 1: Discharge to a domestic home, hotel, or other temporary accommodation, or hospice at home with rehabilitation, reablement and recovery",Daily metric,Discharge destination,3108.00
01/08/2026,Region,SOUTH WEST,[z],Y58,SOUTH WEST,"Pathway 1: Discharge to a domestic home, hotel, or other temporary accommodation, or hospice at home with rehabilitation, reablement and recovery",Daily metric,Discharge destination,2508.00
01/08/2026,ICB,EAST OF ENGLAND,NHS ESSEX INTEGRATED CARE BOARD,D7T5G,NHS ESSEX INTEGRATED CARE BOARD,"Pathway 1: Discharge to a domestic home, hotel, or other temporary accommodation, or hospice at home with rehabilitation, reablement and recovery",Daily metric,Discharge destination,656.00
01/08/2026,ICB,EAST OF ENGLAND,NHS CENTRAL EAST INTEGRATED CARE BOARD,S1Y5D,NHS CENTRAL EAST INTEGRATED CARE BOARD,"Pathway 1: Discharge to a domestic home, hotel, or other temporary accommodation, or hospice at home with rehabilitation, reablement and recovery",Daily metric,Discharge destination,977.00
01/08/2026,ICB,EAST OF ENGLAND,NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD,T6Y0W,NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD,"Pathway 1: Discharge to a domestic home, hotel, or other temporary accommodation, or hospice at home with rehabilitation, reablement and recovery",Daily metric,Discharge destination,937.00
01/08/2026,ICB,LONDON,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,"Pathway 1: Discharge to a domestic home, hotel, or other temporary accommodation, or hospice at home with rehabilitation, reablement and recovery",Daily metric,Discharge destination,623.00
01/08/2026,ICB,LONDON,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,"Pathway 1: Discharge to a domestic home, hotel, or other temporary accommodation, or hospice at home with rehabilitation, reablement and recovery",Daily metric,Discharge destination,550.00
01/08/2026,ICB,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,"Pathway 1: Discharge to a domestic home, hotel, or other temporary accommodation, or hospice at home with rehabilitation, reablement and recovery",Daily metric,Discharge destination,174.00
01/08/2026,ICB,LONDON,NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD,Z9B2Z,NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD,"Pathway 1: Discharge to a domestic home, hotel, or other temporary accommodation, or hospice at home with rehabilitation, reablement and recovery",Daily metric,Discharge destination,1755.00
01/08/2026,ICB,MIDLANDS,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,"Pathway 1: Discharge to a domestic home, hotel, or other temporary accommodation, or hospice at home with rehabilitation, reablement and recovery",Daily metric,Discharge destination,439.00
01/08/2026,ICB,MIDLANDS,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,"Pathway 1: Discharge to a domestic home, hotel, or other temporary accommodation, or hospice at home with rehabilitation, reablement and recovery",Daily metric,Discharge destination,565.00
01/08/2026,ICB,MIDLANDS,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,"Pathway 1: Discharge to a domestic home, hotel, or other temporary accommodation, or hospice at home with rehabilitation, reablement and recovery",Daily metric,Discharge destination,489.00
01/08/2026,ICB,MIDLANDS,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,"Pathway 1: Discharge to a domestic home, hotel, or other temporary accommodation, or hospice at home with rehabilitation, reablement and recovery",Daily metric,Discharge destination,156.00
01/08/2026,ICB,MIDLANDS,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD","Pathway 1: Discharge to a domestic home, hotel, or other temporary accommodation, or hospice at home with rehabilitation, reablement and recovery",Daily metric,Discharge destination,253.00
01/08/2026,ICB,MIDLANDS,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,"Pathway 1: Discharge to a domestic home, hotel, or other temporary accommodation, or hospice at home with rehabilitation, reablement and recovery",Daily metric,Discharge destination,1090.00
01/08/2026,ICB,MIDLANDS,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD","Pathway 1: Discharge to a domestic home, hotel, or other temporary accommodation, or hospice at home with rehabilitation, reablement and recovery",Daily metric,Discharge destination,48.00
01/08/2026,ICB,MIDLANDS,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,"Pathway 1: Discharge to a domestic home, hotel, or other temporary accommodation, or hospice at home with rehabilitation, reablement and recovery",Daily metric,Discharge destination,198.00
01/08/2026,ICB,MIDLANDS,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,"Pathway 1: Discharge to a domestic home, hotel, or other temporary accommodation, or hospice at home with rehabilitation, reablement and recovery",Daily metric,Discharge destination,465.00
01/08/2026,ICB,MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,"Pathway 1: Discharge to a domestic home, hotel, or other temporary accommodation, or hospice at home with rehabilitation, reablement and recovery",Daily metric,Discharge destination,827.00
01/08/2026,ICB,MIDLANDS,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,"Pathway 1: Discharge to a domestic home, hotel, or other temporary accommodation, or hospice at home with rehabilitation, reablement and recovery",Daily metric,Discharge destination,406.00
01/08/2026,ICB,NORTH EAST AND YORKSHIRE,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,"Pathway 1: Discharge to a domestic home, hotel, or other temporary accommodation, or hospice at home with rehabilitation, reablement and recovery",Daily metric,Discharge destination,360.00
01/08/2026,ICB,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,"Pathway 1: Discharge to a domestic home, hotel, or other temporary accommodation, or hospice at home with rehabilitation, reablement and recovery",Daily metric,Discharge destination,944.00
01/08/2026,ICB,NORTH EAST AND YORKSHIRE,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,"Pathway 1: Discharge to a domestic home, hotel, or other temporary accommodation, or hospice at home with rehabilitation, reablement and recovery",Daily metric,Discharge destination,538.00
01/08/2026,ICB,NORTH EAST AND YORKSHIRE,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,"Pathway 1: Discharge to a domestic home, hotel, or other temporary accommodation, or hospice at home with rehabilitation, reablement and recovery",Daily metric,Discharge destination,918.00
01/08/2026,ICB,NORTH WEST,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,"Pathway 1: Discharge to a domestic home, hotel, or other temporary accommodation, or hospice at home with rehabilitation, reablement and recovery",Daily metric,Discharge destination,513.00
01/08/2026,ICB,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,"Pathway 1: Discharge to a domestic home, hotel, or other temporary accommodation, or hospice at home with rehabilitation, reablement and recovery",Daily metric,Discharge destination,979.00
